corpus_id,entry_no,definition,entry_type,failed_slot,corpus_form,generated_forms,h_root,h_alt_tag,aspect_class,prefix_class,tense_present_class,set_a,plural,animate_objects,present,present_1sg,imperfective,perfective,imperative,infinitive
559,569,he/she is putting on clothes,Eventful,present_1sg,tekaniwo'a,tetsiyanhawo'a,anhaw,[H_alt=none],o,a_stem,a_present,True,False,True,tanhawo'a,tekaniwo'a,tanhawohsko'i,tunhawo'v'i,thanhawotsa,tsunhawohsti
564,574,he/she is squatting,Eventful,infinitive,tsukilhuhsti,tsuatsilhuhsti; tsutsilhuhsti,athsil,[H_alt=none],husk,a_stem,a_present,True,False,False,tatsilhuhska,tekatsilhuhska,tatsilhuhsko'i,tutsilhunv'i,thatsilhuka,tsukilhuhsti
564,574,he/she is squatting,Eventful,infinitive,tsukilhuhsti,tsuatsilhuhsti; tsutsilhuhsti,atsil,[H_alt=none],husk,a_stem,a_present,True,False,False,tatsilhuhska,tekatsilhuhska,tatsilhuhsko'i,tutsilhunv'i,thatsilhuka,tsukilhuhsti
568,578,he/she is becoming blind,Eventful,present_1sg,tetsi'kewaka,tetsikhewaka,khewa,[H_alt=none],become,cons_stem,a_present,True,False,False,takhewaka,tetsi'kewaka,takhewako'i,tukhewatsv'i,thikhewaki,tsukhewa'ihsti
568,578,he/she is becoming blind,Eventful,present_1sg,tetsi'kewaka,tetsikhewaka,khewa,[H_alt=none],become,cons_stem,a_present,True,False,True,takhewaka,tetsi'kewaka,takhewako'i,tukhewatsv'i,thikhewaki,tsukhewa'ihsti
572,582,he/she is blinking,Eventful,perfective,tukhthanawhsv'i,tuakhthanawhv'i; tukhthanawhv'i,akhthanaw,[H_alt=vowel_a],sk-h,a_stem,a_present,True,False,False,takhthanawhska,tekakathanawhska,takhthanawhsko'i,tukhthanawhsv'i,thakhthanawha,tsukhthanawhsti
579,589,he/she is sprinkling it (with a liquid‚ powder‚ salt‚ etc.),Eventful,infinitive,tsukwhakoti,tsukwhayoti,kwhayo,[H_alt=none],vsk-post-v,cons_stem,a_present,True,False,True,takwhayo'vhska,tetsikwhayo'vhska,takwhayo'vhsko'i,tukwhayonv'i,thikwhayo'vka,tsukwhakoti
579,589,he/she is sprinkling it (with a liquid‚ powder‚ salt‚ etc.),Eventful,infinitive,tsukwhakoti,tsukwhayoti,kwhayo,[H_alt=none],vsk-post-v,cons_stem,a_present,True,False,False,takwhayo'vhska,tetsikwhayo'vhska,takwhayo'vhsko'i,tukwhayonv'i,thikwhayo'vka,tsukwhakoti
613,623,he/she is ironing,Eventful,imperative,thithvla,thithea,the,[H_alt=none],sk-s-a,cons_stem,a_present,True,False,False,tathehska,tetsithehska,tathehsko'i,tuthehsv'i,thithvla,tsuthehsti
613,623,he/she is ironing,Eventful,imperative,thithvla,thithea,the,[H_alt=none],sk-s-a,cons_stem,a_present,True,False,True,tathehska,tetsithehska,tathehsko'i,tuthehsv'i,thithvla,tsuthehsti
613,623,he/she is ironing,Eventful,imperative,thithvla,thithe,the,[H_alt=none],sk-s-hst,cons_stem,a_present,True,False,True,tathehska,tetsithehska,tathehsko'i,tuthehsv'i,thithvla,tsuthehsti
613,623,he/she is ironing,Eventful,imperative,thithvla,thithe,the,[H_alt=none],sk-s-hst,cons_stem,a_present,True,False,False,tathehska,tetsithehska,tathehsko'i,tuthehsv'i,thithvla,tsuthehsti
613,623,he/she is ironing,Eventful,imperative,thithvla,thithela,the,[H_alt=none],sk-s-la,cons_stem,a_present,True,False,True,tathehska,tetsithehska,tathehsko'i,tuthehsv'i,thithvla,tsuthehsti
613,623,he/she is ironing,Eventful,imperative,thithvla,thithela,the,[H_alt=none],sk-s-la,cons_stem,a_present,True,False,False,tathehska,tetsithehska,tathehsko'i,tuthehsv'i,thithvla,tsuthehsti
743,766,he/she is going,StativeNoImp,perfective,uwenvhsv'i,ekv'i,e,[H_alt=none],stative-k,e_stem,a_present,True,False,False,eka,keka,eko'i,uwenvhsv'i,hena,uwenvhsti
743,766,he/she is going,StativeNoImp,perfective,uwenvhsv'i,ekv'i,ek,[H_alt=none],stative,e_stem,a_present,True,False,False,eka,keka,eko'i,uwenvhsv'i,hena,uwenvhsti
810,840,he/she is tying him/her up,StativeNoImp,perfective,ulhvlv'i,alhv'ihv'i; kalhv'ihv'i,alhv'i,[H_alt=glot],stative-h,a_stem,a_present,True,False,True,kalhv'iha,tsiya'lv'iha,kalhv'iho'i,ulhvlv'i,hiya'lvtsa,ulhvhsti
810,840,he/she is tying him/her up,StativeNoImp,perfective,ulhvlv'i,alhv'ihv'i; kalhv'ihv'i,alhv'ih,[H_alt=glot],stative,a_stem,a_present,True,False,True,kalhv'iha,tsiya'lv'iha,kalhv'iho'i,ulhvlv'i,hiya'lvtsa,ulhvhsti
810,840,he/she is tying him/her up,StativeNoImp,perfective,ulhvlv'i,kalhv'ihv'i,lhv'i,[H_alt=glot],stative-h,long_stem,a_present,True,False,True,kalhv'iha,tsiya'lv'iha,kalhv'iho'i,ulhvlv'i,hiya'lvtsa,ulhvhsti
810,840,he/she is tying him/her up,StativeNoImp,perfective,ulhvlv'i,kalhv'ihv'i,lhv'ih,[H_alt=glot],stative,long_stem,a_present,True,False,True,kalhv'iha,tsiya'lv'iha,kalhv'iho'i,ulhvlv'i,hiya'lvtsa,ulhvhsti
834,864,he/she is climbing it,StativeNoImp,perfective,ulvhsv'i,ka'lekv'i,'le,[H_alt=none],stative-k,long_stem,a_present,True,False,False,ka'leka,tsi'leka,ka'leko'i,ulvhsv'i,hi'luka,ulvhsti
834,864,he/she is climbing it,StativeNoImp,perfective,ulvhsv'i,ka'lekv'i,'lek,[H_alt=none],stative,long_stem,a_present,True,False,False,ka'leka,tsi'leka,ka'leko'i,ulvhsv'i,hi'luka,ulvhsti
839,869,he/she is climbing around,StativeNoImp,perfective,ulitolv'i,ka'litohv'i,'lito,[H_alt=none],stative-h,long_stem,a_present,True,False,False,ka'litoha,tsi'litoha,ka'litoho'i,ulitolv'i,hi'lita,ulitahsti
839,869,he/she is climbing around,StativeNoImp,perfective,ulitolv'i,ka'litohv'i,'litoh,[H_alt=none],stative,long_stem,a_present,True,False,False,ka'litoha,tsi'litoha,ka'litoho'i,ulitolv'i,hi'lita,ulitahsti
841,871,he/she is taking it out of a container (refers to a long object),Eventful,present_1sg,tsila'a,tsiliha,l,[H_alt=none],ih-vh,r_stem,a_present,True,False,True,kaliha,tsila'a,kalihsko'i,ulvhv'i,hila,ulhti
841,871,he/she is taking it out of a container (refers to a long object),Eventful,present_1sg,tsila'a,tsiliha,l,[H_alt=none],ih-vh,r_stem,a_present,True,False,False,kaliha,tsila'a,kalihsko'i,ulvhv'i,hila,ulhti
844,874,he/she is spanking him/her,Eventful,imperfective,kal'vnhiho'i,kali'vnhiho'i,li'vn,[H_alt=none],hih-hil,r_stem,a_present,True,False,True,kali'vnhiha,tsili'vnhiha,kal'vnhiho'i,uli'vnhilv'i,hili'vnhka,uli'vnhsti
844,874,he/she is spanking him/her,Eventful,imperfective,kal'vnhiho'i,kali'vnhiho'i,li'vn,[H_alt=none],hih-hil,r_stem,a_present,True,False,False,kali'vnhiha,tsili'vnhiha,kal'vnhiho'i,uli'vnhilv'i,hili'vnhka,uli'vnhsti
858,888,he/she is arriving,StativeNoImp,perfective,uluhtsv'i,ka'luhkv'i,'luh,[H_alt=none],stative-k,long_stem,a_present,True,False,False,ka'luhka,tsi'luhka,ka'luhko'i,uluhtsv'i,hi'luhki,uluhihsti
858,888,he/she is arriving,StativeNoImp,perfective,uluhtsv'i,ka'luhkv'i,'luhk,[H_alt=none],stative,long_stem,a_present,True,False,False,ka'luhka,tsi'luhka,ka'luhko'i,uluhtsv'i,hi'luhki,uluhihsti
889,919,he/she is giving him/her some liquid,Eventful,imperative,hine'vhsi,hinenhsi,nenh,[H_alt=drop],apl,r_stem,a_present,True,False,False,kanenheha,tsineneha,kanenheho'i,unenhelv'i,hine'vhsi,unenhehti
889,919,he/she is giving him/her some liquid,Eventful,imperative,hine'vhsi,hinenhsi,nenh,[H_alt=drop],apl,r_stem,a_present,True,False,True,kanenheha,tsineneha,kanenheho'i,unenhelv'i,hine'vhsi,unenhehti
916,946,he/she is catching him/her,Eventful,present,ka'niyiha,kaniyiha,niy,[H_alt=none],ih-vh,r_stem,a_present,True,False,True,ka'niyiha,tsiniyiha,kaniyihsko'i,uniyvhv'i,hiniya,uniyhti
916,946,he/she is catching him/her,Eventful,present,ka'niyiha,kaniyiha,niy,[H_alt=none],ih-vh,r_stem,a_present,True,False,False,ka'niyiha,tsiniyiha,kaniyihsko'i,uniyvhv'i,hiniya,uniyhti
920,950,he/she is flying,StativeNoImp,imperfective,kanohilihso'i,kanohilo'i,nohil,[H_alt=glot],stative,long_stem,i_present,True,False,False,kanohili,tsino'ili,kanohilihso'i,,hinohilihsehsti,
920,950,he/she is flying,StativeNoImp,imperfective,kanohilihso'i,kanohilo'i,nohil,[H_alt=glot],stative,r_stem,i_present,True,False,True,kanohili,tsino'ili,kanohilihso'i,,hinohilihsehsti,
920,950,he/she is flying,StativeNoImp,imperfective,kanohilihso'i,kanohilo'i,nohil,[H_alt=glot],stative,r_stem,i_present,True,False,False,kanohili,tsino'ili,kanohilihso'i,,hinohilihsehsti,
922,952,he/she is causing it to sound,Eventful,present_1sg,tsinoyvlihstiha,tsinoyhvlhihstiha,noyhvlhihst,[H_alt=none],cause,r_stem,a_present,True,False,True,kanoyhvlhihstiha,tsinoyvlihstiha,kanoyhvlhihstihsko'i,unoyhvlhihsthanv'i,hinoyhvlhihsta,unoyhvlhihstohti
922,952,he/she is causing it to sound,Eventful,present_1sg,tsinoyvlihstiha,tsinoyhvlhihstiha,noyhvlhihst,[H_alt=none],cause,r_stem,a_present,True,False,False,kanoyhvlhihstiha,tsinoyvlihstiha,kanoyhvlhihstihsko'i,unoyhvlhihsthanv'i,hinoyhvlhihsta,unoyhvlhihstohti
922,952,he/she is causing it to sound,Eventful,present_1sg,tsinoyvlihstiha,tsinoyhvlhihstiha,noyhvlhist,[H_alt=none],cause,r_stem,a_present,True,False,True,kanoyhvlhihstiha,tsinoyvlihstiha,kanoyhvlhihstihsko'i,unoyhvlhihsthanv'i,hinoyhvlhihsta,unoyhvlhihstohti
922,952,he/she is causing it to sound,Eventful,present_1sg,tsinoyvlihstiha,tsinoyhvlhihstiha,noyhvlhist,[H_alt=none],cause,r_stem,a_present,True,False,False,kanoyhvlhihstiha,tsinoyvlihstiha,kanoyhvlhihstihsko'i,unoyhvlhihsthanv'i,hinoyhvlhihsta,unoyhvlhihstohti
965,995,it’s dripping,Eventful,perfective,uwahskwolv'i,uwahskwo'ilv'i,hskwo',[H_alt=none],ih-il,long_stem,a_present,True,False,False,kahskwo'iha,,kahskwo'iho'i,uwahskwolv'i,,uwahskwo'ihsti
965,995,it’s dripping,Eventful,perfective,uwahskwolv'i,uwahskwo'ilv'i,hskwo',[H_alt=none],ih-il,long_stem,a_present,True,False,True,kahskwo'iha,,kahskwo'iho'i,uwahskwolv'i,,uwahskwo'ihsti
968,998,he/she is whistling,Eventful,infinitive,uwahsvnhsti,uwahsvnhhsti,hsvnh,[H_alt=none],become,long_stem,a_present,True,False,False,kahsvnhka,tsihsvnhka,kahsvnhko'i,uwahsvnhtsv'i,hihsvnhki,uwahsvnhsti
976,1006,he/she is hanging it up,Eventful,present_1sg,ka'tvhska,tsiyathvhska,at,[H_alt=none],hvsk-han,a_stem,a_present,True,False,True,kathvhska,ka'tvhska,kathvhsko'i,uthanv'i,hathvka,uthti
976,1006,he/she is hanging it up,Eventful,present_1sg,ka'tvhska,kathvhska,at,[H_alt=none],hvsk-han,a_stem,a_present,True,False,False,kathvhska,ka'tvhska,kathvhsko'i,uthanv'i,hathvka,uthti
992,1022,he/she is feeding him/her,Eventful,present_1sg,tsiyeloha,tsiyelhoha,el,[H_alt=vowel_o],oh-al,vowel_stem,a_present,True,False,True,kelhoha,tsiyeloha,kelhoho'i,uwelhalv'i,hiyeloka,uwelhsti
1033,1064,he/she is smoking it,Eventful,imperative,hoki,hoka,ok,[H_alt=vowel_i],sk-s-a,vowel_stem,a_present,True,False,False,kokhska,kokihska,kokhsko'i,uwokhsv'i,hoki,uwokhsti
1033,1064,he/she is smoking it,Eventful,imperative,hoki,hok,ok,[H_alt=vowel_i],sk-s-hst,vowel_stem,a_present,True,False,False,kokhska,kokihska,kokhsko'i,uwokhsv'i,hoki,uwokhsti
1033,1064,he/she is smoking it,Eventful,imperative,hoki,hokla,ok,[H_alt=vowel_i],sk-s-la,vowel_stem,a_present,True,False,False,kokhska,kokihska,kokhsko'i,uwokhsv'i,hoki,uwokhsti
1227,1278,he/she is rooting it out,Eventful,infinitive,unhahstelhti,unhahstetlhti,nhahstetl,[H_alt=drop],ih-vh,r_stem,a_present,True,False,True,khanahstetliha,tsinahstetliha,khanahstetlihsko'i,unhahstetlvhv'i,hinhahstetla,unhahstelhti
1227,1278,he/she is rooting it out,Eventful,infinitive,unhahstelhti,unhahstetlhti,nhahstetl,[H_alt=drop],ih-vh,r_stem,a_present,True,False,False,khanahstetliha,tsinahstetliha,khanahstetlihsko'i,unhahstetlvhv'i,hinhahstetla,unhahstelhti
1227,1278,he/she is rooting it out,Eventful,infinitive,unhahstelhti,unhahstetlhti,nhastetl,[H_alt=drop],ih-vh,r_stem,a_present,True,False,False,khanahstetliha,tsinahstetliha,khanahstetlihsko'i,unhahstetlvhv'i,hinhahstetla,unhahstelhti
1227,1278,he/she is rooting it out,Eventful,infinitive,unhahstelhti,unhahstetlhti,nhastetl,[H_alt=drop],ih-vh,r_stem,a_present,True,False,True,khanahstetliha,tsinahstetliha,khanahstetlihsko'i,unhahstetlvhv'i,hinhahstetla,unhahstelhti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,uanhuyolatv'i; unhuyolatv'i,anhuyolat,[H_alt=none],i-a-i,a_stem,a_present,True,False,False,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,uanhuyolatv'i; unhuyolatv'i,anhuyolat,[H_alt=none],i-a-i,a_stem,a_present,True,False,True,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,uanhuyolatihsv'i; unhuyolatihsv'i,anhuyolat,[H_alt=none],rev-i,a_stem,a_present,True,False,True,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,uanhuyolatihsv'i; unhuyolatihsv'i,anhuyolat,[H_alt=none],rev-i,a_stem,a_present,True,False,False,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,unhuyolatv'i,nhuyolat,[H_alt=none],i-a-i,r_stem,a_present,True,False,False,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,unhuyolatv'i,nhuyolat,[H_alt=none],i-a-i,r_stem,a_present,True,False,True,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,unhuyolatihsv'i,nhuyolat,[H_alt=none],rev-i,r_stem,a_present,True,False,True,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,Eventful,perfective,unhuyola'tv'i,unhuyolatihsv'i,nhuyolat,[H_alt=none],rev-i,r_stem,a_present,True,False,False,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1267,1319,he/she is mingling with a group,StativeNoImp,perfective,uwhelatitolv'i,khelatitohv'i,elhatito,[H_alt=glot],stative-h,vowel_stem,a_present,True,False,False,khelatitoha,ke'latitoha,khelatitoho'i,uwhelatitolv'i,helatita,uwhelatitahsti
1267,1319,he/she is mingling with a group,StativeNoImp,perfective,uwhelatitolv'i,khelatitohv'i,elhatitoh,[H_alt=glot],stative,vowel_stem,a_present,True,False,False,khelatitoha,ke'latitoha,khelatitoho'i,uwhelatitolv'i,helatita,uwhelatitahsti
1484,1550,he/she has time,Eventful,imperative,tsatlanvtatihsi,tsatlanvta'hsi,atlanvta't,[H_alt=none],apl,a_stem,a_present,False,False,False,utlanvta'teha,akwatlanvta'teha,utlanvta'teho'i,utlanvta'telv'i,tsatlanvtatihsi,utlanvta'tehti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akwatlvka,atlv,[H_alt=none],stative-k,a_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsiyatlvka,atlv,[H_alt=none],stative-k,a_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akwatlvka,atlv,[H_alt=none],stative-k,a_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsiyatlvka,atlv,[H_alt=none],stative-k,a_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsiyatlvka,atlvk,[H_alt=none],stative,a_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akwatlvka,atlvk,[H_alt=none],stative,a_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsiyatlvka,atlvk,[H_alt=none],stative,a_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akwatlvka,atlvk,[H_alt=none],stative,a_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsitlvka,tlv,[H_alt=none],stative-k,cons_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akitlvka,tlv,[H_alt=none],stative-k,cons_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsitlvka,tlv,[H_alt=none],stative-k,cons_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akitlvka,tlv,[H_alt=none],stative-k,cons_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsitlvka,tlvk,[H_alt=none],stative,cons_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akitlvka,tlvk,[H_alt=none],stative,cons_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,tsitlvka,tlvk,[H_alt=none],stative,cons_stem,a_present,False,False,True,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1493,1559,he/she is sick,StativeNoImp,present_1sg,akhtlvka,akitlvka,tlvk,[H_alt=none],stative,cons_stem,a_present,False,False,False,utlvka,akhtlvka,utlvko'i,utlvkv'i,tstlvki,utlv'ihsti
1531,1597,he/she is yawning,Eventful,present_1sg,akhalhokeha,tsiyahalhokeha,ahalhok,[H_alt=none],apl-active,a_stem,a_present,False,False,True,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1531,1597,he/she is yawning,Eventful,present_1sg,akhalhokeha,akwahalhokeha,ahalhok,[H_alt=none],apl-active,a_stem,a_present,False,False,False,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1531,1597,he/she is yawning,Eventful,present_1sg,akhalhokeha,akihalhokeha,halhok,[H_alt=none],apl-active,cons_stem,a_present,False,False,False,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1531,1597,he/she is yawning,Eventful,present_1sg,akhalhokeha,tsihalhokeha,halhok,[H_alt=none],apl-active,cons_stem,a_present,False,False,True,uhalhokeha,akhalhokeha,uhalhokehsko'i,uhalhokehv'i,tsahalhokvla,uhalhokehti
1571,1637,he/she is choking on it,StativeNoImp,perfective,uyhvhtsinvtsv'i,uyhvhtsinvthkv'i,yhvhtsinvth,[H_alt=none],stative-k,cons_stem,a_present,False,False,False,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1571,1637,he/she is choking on it,StativeNoImp,perfective,uyhvhtsinvtsv'i,uyhvhtsinvthkv'i,yhvhtsinvth,[H_alt=none],stative-k,r_stem,a_present,False,False,False,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1571,1637,he/she is choking on it,StativeNoImp,perfective,uyhvhtsinvtsv'i,uyhvhtsinvthkv'i,yhvhtsinvthk,[H_alt=none],stative,cons_stem,a_present,False,False,False,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1571,1637,he/she is choking on it,StativeNoImp,perfective,uyhvhtsinvtsv'i,uyhvhtsinvthkv'i,yhvhtsinvthk,[H_alt=none],stative,r_stem,a_present,False,False,False,uyhvhtsinvthka,akhiyvhtsinvthka,uyhvhtsinvthko'i,uyhvhtsinvtsv'i,tshayvhtsinvthki,uyhvhtsinvtsti
1649,1715,it is making a sound,StativeNoImp,perfective,unoyhvlhsv'i,unoyhvhkv'i,noyhvh,[H_alt=none],stative-k,r_stem,a_present,False,False,False,unoyhvhka,akinoyhvhka,unoyhvhko'i,unoyhvlhsv'i,tsanoyhvla,unoyhvlhihsti
1649,1715,it is making a sound,StativeNoImp,perfective,unoyhvlhsv'i,unoyhvhkv'i,noyhvhk,[H_alt=none],stative,r_stem,a_present,False,False,False,unoyhvhka,akinoyhvhka,unoyhvhko'i,unoyhvlhsv'i,tsanoyhvla,unoyhvlhihsti
1698,1764,he/she is forgetting it,Eventful,imperative,witsvkhewa,tsvkhewa,vkhew,[H_alt=none],sk-s-a,v_stem,a_present,False,False,False,uwakhewhska,akwvkhewhska,uwakhewhsko'i,uwakhewhsv'i,witsvkhewa,uwakhewhihsti
1698,1764,he/she is forgetting it,Eventful,imperative,witsvkhewa,tsvkhewhi,vkhew,[H_alt=none],sk-s-hi-hihst,v_stem,a_present,False,False,False,uwakhewhska,akwvkhewhska,uwakhewhsko'i,uwakhewhsv'i,witsvkhewa,uwakhewhihsti
1711,1777,he/she is yelling,StativeNoImp,perfective,uwelhunhv'i,uwelhuhkv'i,elhuh,[H_alt=none],stative-k,e_stem,a_present,False,False,False,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1711,1777,he/she is yelling,StativeNoImp,perfective,uwelhunhv'i,uwelhuhkv'i,elhuh,[H_alt=none],stative-k,vowel_stem,a_present,False,False,False,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1711,1777,he/she is yelling,StativeNoImp,perfective,uwelhunhv'i,uwelhuhkv'i,elhuhk,[H_alt=none],stative,e_stem,a_present,False,False,False,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1711,1777,he/she is yelling,StativeNoImp,perfective,uwelhunhv'i,uwelhuhkv'i,elhuhk,[H_alt=none],stative,vowel_stem,a_present,False,False,False,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,akwekhaha,ekha,[H_alt=none],stative-h,e_stem,a_present,False,False,False,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,tsiyekhaha,ekha,[H_alt=none],stative-h,e_stem,a_present,False,False,True,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,tsiyekhaha,ekha,[H_alt=none],stative-h,vowel_stem,a_present,False,False,True,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,akwekhaha,ekha,[H_alt=none],stative-h,vowel_stem,a_present,False,False,False,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,akwekhaha,ekhah,[H_alt=none],stative,e_stem,a_present,False,False,False,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,tsiyekhaha,ekhah,[H_alt=none],stative,e_stem,a_present,False,False,True,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,akwekhaha,ekhah,[H_alt=none],stative,vowel_stem,a_present,False,False,False,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,StativeFutProg,present_1sg,akikhaha,tsiyekhaha,ekhah,[H_alt=none],stative,vowel_stem,a_present,False,False,True,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1739,1805,he/she is laughing,Eventful,imperative,tsayetsa,tsayeta,yet,[H_alt=none],sk-s-a,cons_stem,a_present,False,False,False,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1739,1805,he/she is laughing,Eventful,imperative,tsayetsa,tsayeta,yet,[H_alt=none],sk-s-a,r_stem,a_present,False,False,False,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1739,1805,he/she is laughing,Eventful,imperative,tsayetsa,tsayet,yet,[H_alt=none],sk-s-hst,cons_stem,a_present,False,False,False,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1739,1805,he/she is laughing,Eventful,imperative,tsayetsa,tsayet,yet,[H_alt=none],sk-s-hst,r_stem,a_present,False,False,False,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1739,1805,he/she is laughing,Eventful,imperative,tsayetsa,tsayetla,yet,[H_alt=none],sk-s-la,cons_stem,a_present,False,False,False,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
